text,distortion_label,language,template_id
"I tripped on the sidewalk, I am always so incredibly clumsy.",Overgeneralization,en,Overgeneralization_4
"I am feeling bored about the presentation, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I failed this presentation, I seldom succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"I must not feel lonely about this, I need to just get over it.",Should Statements,en,Should Statements_3
I know I am going to bomb this presentation no matter how much I prepare.,Jumping to Conclusions,en,Jumping to Conclusions_1
"I feel jealous, so my partner must be doing something wrong.",Emotional Reasoning,en,Emotional Reasoning_8
"I feel sad about the {event}, but I know time will heal the wound.",No Distortion,en,No Distortion_2
"My dad has been quiet lately, it must be something I did.",Personalization,en,Personalization_0
"My sister has been quiet lately, it must be something I did.",Personalization,en,Personalization_0
I should never make a blunder at work.,Should Statements,en,Should Statements_4
"This TV broke, technology constantly fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"My partner did a dozen nice things for me, but forgot to cleaning, so they do not care at all.",Mental Filter,en,Mental Filter_7
Today was busy but manageable. I got most of my dishes done and had a nice walk.,No Distortion,en,No Distortion_0
"I won the contest, but I did not beat my personal best, so it was a terrible performance.",Mental Filter,en,Mental Filter_6
"I disagreed with my sister, but we talked it out and came to an understanding.",No Distortion,en,No Distortion_9
I forgot my keys and now my whole day is a complete catastrophe.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I failed this test, I almost never succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"People need to always be respectful, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"I need to have known better, I am so ignorant.",Should Statements,en,Should Statements_7
"She canceled our {event}, she obviously dreads spending time with me.",Jumping to Conclusions,en,Jumping to Conclusions_8
"I made a mistake in the report, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"I tripped on the sidewalk, I am forever so incredibly uncoordinated.",Overgeneralization,en,Overgeneralization_4
"I felt a little bored today, I am definitely descending into a permanent breakdown.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_8
"She did not reply to my text in an hour, she must think I am weird now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"My colleague has been quiet lately, it must be something I messed up.",Personalization,en,Personalization_0
"I accomplished everything on my to-do list except one draft, so I am completely ruined.",Mental Filter,en,Mental Filter_9
"My brother got passed over for a role, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"I missed the bike, nothing at all goes right in my life.",Overgeneralization,en,Overgeneralization_7
"She did not reply to my text in 10 minutes, she must think I am stupid now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I disagreed with my friend, but we talked it out and came to an understanding.",No Distortion,en,No Distortion_9
"I missed the bike, nothing ever goes right in my life.",Overgeneralization,en,Overgeneralization_7
"I feel so stressed, this situation must be impossible to escape.",Emotional Reasoning,en,Emotional Reasoning_1
"If I am not the absolute best at coding, there is no point in even practicing.",Black & White Thinking,en,Black & White Thinking_6
"I felt a little nervous today, I am definitely descending into a permanent breakdown.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_8
"I tripped on the sidewalk, I am invariably so incredibly uncoordinated.",Overgeneralization,en,Overgeneralization_4
"My dad is frustrated, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"My team lost the award, it is entirely my fault for missing that one catch.",Personalization,en,Personalization_2
"He disagreed with me once, so he is completely rejecting me.",Black & White Thinking,en,Black & White Thinking_7
"The report will definitely be dismissed, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"My boss scheduled a proposal, they are definitely going to demote me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I feel isolated right now, so I must be completely unwanted.",Emotional Reasoning,en,Emotional Reasoning_7
"If I am not the absolute best at painting, there is no point in even trying.",Black & White Thinking,en,Black & White Thinking_6
"He yelled at me, people are constantly so harsh to me.",Overgeneralization,en,Overgeneralization_6
"My dad left, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"My diet is ruined because I ate one donut, so I might as well eat junk forever.",Black & White Thinking,en,Black & White Thinking_3
I either get the best review on this or I am a total idiot.,Black & White Thinking,en,Black & White Thinking_1
"I failed this exam, I almost never succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"I made one mistake in the project, so the whole thing was a complete disappointment.",Black & White Thinking,en,Black & White Thinking_0
"I did not finish all my errands, so today was completely wasted.",Black & White Thinking,en,Black & White Thinking_5
"If they do not encourage me completely, then they must frowned me entirely.",Black & White Thinking,en,Black & White Thinking_2
"She did not reply to my text in a year, she must think I am stupid now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"The presentation failed, it is completely because of my minor mistake.",Personalization,en,Personalization_3
"My colleague rejected, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"The presentation will definitely be ignored, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"The {event} was a success, but the leak was slightly off, making it a disaster.",Mental Filter,en,Mental Filter_8
"I am going to fail the exam, I just know it.",Jumping to Conclusions,en,Jumping to Conclusions_6
I either get 100% on this or I am a total fool.,Black & White Thinking,en,Black & White Thinking_1
"I feel like a fraud at work, so I must actually be bad at my opportunity.",Emotional Reasoning,en,Emotional Reasoning_0
"I did not finish all my vacuuming, so today was completely ruined.",Black & White Thinking,en,Black & White Thinking_5
"I feel doomed about the future, so things will never get better.",Emotional Reasoning,en,Emotional Reasoning_6
"I am feeling nervous about the interview, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I made a blunder in the report, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
I spilled coffee and now my whole life is a complete tragedy.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"The cat is sick, I must have done something bad to cause it.",Personalization,en,Personalization_6
"My partner did eight nice things for me, but forgot to cleaning, so they do not care at all.",Mental Filter,en,Mental Filter_7
"My boss scheduled a report, they are definitely going to reprimand me.",Jumping to Conclusions,en,Jumping to Conclusions_4
I have to clean every single day or I am a failure.,Should Statements,en,Should Statements_6
"This phone broke, technology invariably fails me when I need it.",Overgeneralization,en,Overgeneralization_9
I need to always be useful or I am wasting my life.,Should Statements,en,Should Statements_1
"I failed this test, I never succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"I have not heard back from the interview, they clearly dismissed me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"I feel terrified of heights, so they must be inherently unsafe.",Emotional Reasoning,en,Emotional Reasoning_2
"I lost the election, I continually lose everything.",Overgeneralization,en,Overgeneralization_8
"I am feeling upset about the presentation, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My dad is in a bad mood, I must have offended them.",Personalization,en,Personalization_4
"My friend criticized, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"My colleague is sad, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"If I am not the absolute best at math, there is no point in even trying.",Black & White Thinking,en,Black & White Thinking_6
"The review had nine positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter_0
"If they do not encourage me completely, then they must criticized me entirely.",Black & White Thinking,en,Black & White Thinking_2
"I got a promotion and a raise, but my boss did not love when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"I lost my watch, I will never be able to function normally again.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_6
"I burned the burger, I am constantly terrible at preparing dinner.",Overgeneralization,en,Overgeneralization_2
"The presentation will definitely be rejected, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"If I am not the absolute best at math, there is no point in even practicing.",Black & White Thinking,en,Black & White Thinking_6
"I did not win the race, so I am a complete loser.",Black & White Thinking,en,Black & White Thinking_8
"My brother got passed over for a job, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"I feel lonely right now, so I must be completely broken.",Emotional Reasoning,en,Emotional Reasoning_7
"The world should be just, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"She did not reply to my text in a month, she must think I am weird now.",Jumping to Conclusions,en,Jumping to Conclusions_0
I either get 100% on this or I am a total failure.,Black & White Thinking,en,Black & White Thinking_1
"My partner did a dozen nice things for me, but forgot to errands, so they do not care at all.",Mental Filter,en,Mental Filter_7
"I felt a little sad today, I am definitely descending into a permanent breakdown.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_8
"I feel lonely right now, so I must be completely unlovable.",Emotional Reasoning,en,Emotional Reasoning_7
I broke the glass and now my whole evening is a complete catastrophe.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"My dad is bored, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I forgot her birthday, I constantly mess up the things that matter to people.",Overgeneralization,en,Overgeneralization_0
"I forgot her birthday, I forever mess up the things that matter to people.",Overgeneralization,en,Overgeneralization_0
"My dad is lonely, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"The {event} was beautiful, but it break down for one hour and that ruined the whole thing.",Mental Filter,en,Mental Filter_3
"I got a C on the quiz, I will never graduate and will end up a total failure.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_4
"I made one mistake in the assignment, so the whole thing was a complete waste.",Black & White Thinking,en,Black & White Thinking_0
"I lost the game, I continually lose everything.",Overgeneralization,en,Overgeneralization_8
"She did not reply to my text in 10 minutes, she must think I am weird now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"There is a draft in the kitchen, it is going to collapse and we will lose everything.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_7
"The report will definitely be failed, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I feel rejected right now, so I must be completely undesirable.",Emotional Reasoning,en,Emotional Reasoning_7
"If this deal fails, my entire business is over and I will be over.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
"The proposal will definitely be failed, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I am feeling bored about the interview, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I did not finish all my cleaning, so today was completely unproductive.",Black & White Thinking,en,Black & White Thinking_5
"I felt a little anxious today, I am definitely descending into a permanent breakdown.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_8
"My boss abandoned, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"I have not heard back from the test, they clearly rejected me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"My brother rejected, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"This tablet broke, technology forever fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"I made one mistake in the job, so the whole thing was a complete failure.",Black & White Thinking,en,Black & White Thinking_0
"She did not reply to my text in a day, she must think I am boring now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I scored 99% on the interview, but I am agonizing over the the one question I got wrong.",Mental Filter,en,Mental Filter_2
"Either I figure this out right now, or I am completely useless.",Black & White Thinking,en,Black & White Thinking_9
"I feel angry about the {event}, but I know time will heal the wound.",No Distortion,en,No Distortion_2
I know I am going to bomb this exam no matter how much I prepare.,Jumping to Conclusions,en,Jumping to Conclusions_1
I need to always be the hardest working person in the room.,Should Statements,en,Should Statements_9
"This phone broke, technology continually fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"I need to have known better, I am so stupid.",Should Statements,en,Should Statements_7
"I lost the race, I invariably lose everything.",Overgeneralization,en,Overgeneralization_8
"I made a blunder in the deal, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"I accomplished everything on my to-do list except one draft, so I am completely pointless.",Mental Filter,en,Mental Filter_9
"She did not reply to my text in a week, she must think I am stupid now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I accomplished everything on my to-do list except one dent, so I am completely unproductive.",Mental Filter,en,Mental Filter_9
"I lost the race, I forever lose everything.",Overgeneralization,en,Overgeneralization_8
"My boss scheduled a proposal, they are definitely going to criticize me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I feel so stressed, this situation must be impossible to change.",Emotional Reasoning,en,Emotional Reasoning_1
"I tripped on the sidewalk, I am invariably so incredibly foolish.",Overgeneralization,en,Overgeneralization_4
I sent the wrong email and now my whole month is a complete disaster.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I burned the burger, so I will just order pizza instead.",No Distortion,en,No Distortion_7
I either get the best review on this or I am a total failure.,Black & White Thinking,en,Black & White Thinking_1
"I scored 95% on the interview, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
I should never make a error at work.,Should Statements,en,Should Statements_4
"The assignment failed, it is completely because of my minor typo.",Personalization,en,Personalization_3
I said the wrong thing and now my whole day is a complete disaster.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"She did not reply to my text in a year, she must think I am weird now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"The {event} was beautiful, but it crash for one hour and that ruined the whole thing.",Mental Filter,en,Mental Filter_3
"The world should be equal, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"It rained on our {event}, it is all my fault for scheduling it today.",Personalization,en,Personalization_1
"I got rejected from this internship, I will hardly ever get hired anywhere.",Overgeneralization,en,Overgeneralization_1
"The review had a dozen positive comments and one suggestion, but all I can think about is that one mistake.",Mental Filter,en,Mental Filter_0
"She did not reply to my text in a week, she must think I am unlovable now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I feel hideous today, so everyone must think I am hideous.",Emotional Reasoning,en,Emotional Reasoning_4
"I am feeling anxious about the test, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"If this proposal fails, my entire job is over and I will be destroyed.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
"The {event} was a success, but the scratch was slightly off, making it a disaster.",Mental Filter,en,Mental Filter_8
"I have to have known better, I am so foolish.",Should Statements,en,Should Statements_7
"I did not finish all my laundry, so today was completely useless.",Black & White Thinking,en,Black & White Thinking_5
I must never make a error at work.,Should Statements,en,Should Statements_4
"The dog is sick, I must have done something wrong to cause it.",Personalization,en,Personalization_6
"My partner ignored, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"My partner got passed over for a position, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"The {event} was boring, I should have been more interesting.",Personalization,en,Personalization_5
"Everyone complimented my code, but one person was quiet, so that person secretly hates it.",Mental Filter,en,Mental Filter_5
"I accomplished everything on my to-do list except one dent, so I am completely useless.",Mental Filter,en,Mental Filter_9
"If I am not the absolute best at painting, there is no point in even practicing.",Black & White Thinking,en,Black & White Thinking_6
"I got a opportunity and a raise, but my boss did not help when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"My brother is in a bad mood, I must have annoyed them.",Personalization,en,Personalization_4
"The cat is sick, I must have done something wrong to cause it.",Personalization,en,Personalization_6
"I made one mistake in the recipe, so the whole thing was a complete joke.",Black & White Thinking,en,Black & White Thinking_0
"I am feeling angry about the audition, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I feel bored about the {event}, but I know time will heal the wound.",No Distortion,en,No Distortion_2
My head felt numb for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"I am feeling nervous about the meeting, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
I spilled coffee and now my whole month is a complete disaster.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I am feeling bored about the audition, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"The world need to be just, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"My mom has been quiet lately, it must be something I caused.",Personalization,en,Personalization_0
"If they do not love me completely, then they must left me entirely.",Black & White Thinking,en,Black & White Thinking_2
"I have not heard back from the audition, they clearly rejected me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"There is a dent in the office, it is going to collapse and we will lose everything.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_7
"The world need to be perfect, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"I must not feel upset about this, I need to just get over it.",Should Statements,en,Should Statements_3
"My dad criticized, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"I am feeling sad about the exam, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"The hamster is sick, I must have done something wrong to cause it.",Personalization,en,Personalization_6
"The dog is sick, I must have done something terrible to cause it.",Personalization,en,Personalization_6
"The proposal will definitely be rejected, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"If I am not the absolute best at writing, there is no point in even learning.",Black & White Thinking,en,Black & White Thinking_6
"My sister is nervous, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
I have to always be productive or I am wasting my life.,Should Statements,en,Should Statements_1
"I tripped on the sidewalk, I am continually so incredibly clumsy.",Overgeneralization,en,Overgeneralization_4
"I got rejected from this job, I will almost never get hired anywhere.",Overgeneralization,en,Overgeneralization_1
"She did not reply to my text in a year, she must think I am annoying now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I need to not feel upset about this, I need to just get over it.",Should Statements,en,Should Statements_3
"If this deal fails, my entire reputation is over and I will be finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
I said the wrong thing and now my whole evening is a complete nightmare.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I am feeling bored about the test, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My friend has been quiet lately, it must be something I said.",Personalization,en,Personalization_0
"My brother is upset, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"The bike made a weird noise, it is definitely going to crash on the highway.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_9
"I feel jealous, so my partner must be doing something harmful.",Emotional Reasoning,en,Emotional Reasoning_8
"I feel terrified of flying, so they must be inherently harmful.",Emotional Reasoning,en,Emotional Reasoning_2
"I have to have known better, I am so ignorant.",Should Statements,en,Should Statements_7
"If they do not smile at me completely, then they must ignored me entirely.",Black & White Thinking,en,Black & White Thinking_2
"He yelled at me, people are forever so cold to me.",Overgeneralization,en,Overgeneralization_6
My leg felt cold for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
I must always be achieving or I am wasting my life.,Should Statements,en,Should Statements_1
"I have not heard back from the audition, they clearly failed me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"I feel so stressed, this situation must be impossible to fix.",Emotional Reasoning,en,Emotional Reasoning_1
"My boss scheduled a presentation, they are definitely going to reprimand me.",Jumping to Conclusions,en,Jumping to Conclusions_4
I arrived late and now my whole month is a complete mess.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
I know I am going to bomb this audition no matter how much I prepare.,Jumping to Conclusions,en,Jumping to Conclusions_1
"The {event} did not go perfectly, so I am convinced the rest of the 10 minutes will be terrible.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_3
"People should to always be nice, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"I made one mistake in the recipe, so the whole thing was a complete disappointment.",Black & White Thinking,en,Black & White Thinking_0
"My brother is angry, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I have not heard back from the meeting, they clearly declined me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"I had a great day but I dropped my ring, so today was finished.",Mental Filter,en,Mental Filter_1
"I did not win the game, so I am a complete loser.",Black & White Thinking,en,Black & White Thinking_8
"I got a job and a raise, but my boss did not love when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"I tripped on the sidewalk, I am continually so incredibly foolish.",Overgeneralization,en,Overgeneralization_4
"My boss scheduled a presentation, they are definitely going to fire me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I am feeling sad about the test, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"This TV broke, technology invariably fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"I feel like a fake at work, so I must actually be bad at my promotion.",Emotional Reasoning,en,Emotional Reasoning_0
"This phone broke, technology constantly fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"My boss scheduled a deal, they are definitely going to fire me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I scored 99% on the presentation, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
"My cousin got passed over for a position, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"It rained on our {event}, it is all my fault for organizing it today.",Personalization,en,Personalization_1
"I must not feel bored about this, I need to just get over it.",Should Statements,en,Should Statements_3
"I feel terrified of heights, so they must be inherently deadly.",Emotional Reasoning,en,Emotional Reasoning_2
"I felt a little angry today, I am definitely descending into a permanent breakdown.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_8
"I made a mistake in the task, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"The world have to be fair, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"I feel so panicked, this situation must be impossible to solve.",Emotional Reasoning,en,Emotional Reasoning_1
"I accomplished everything on my to-do list except one crack, so I am completely pointless.",Mental Filter,en,Mental Filter_9
"My boss is anxious, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"They got into an argument, it is my fault for pairing them.",Personalization,en,Personalization_9
"My brother is anxious, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I feel dark about the future, so things will never get better.",Emotional Reasoning,en,Emotional Reasoning_6
"I made a blunder in the meeting, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
My chest felt sore for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"My cousin is sad, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"They are whispering over there, I know they are laughing at me.",Jumping to Conclusions,en,Jumping to Conclusions_5
"If this meeting fails, my entire livelihood is over and I will be destroyed.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
"I made one mistake in the job, so the whole thing was a complete joke.",Black & White Thinking,en,Black & White Thinking_0
"I burned the donut, I am continually terrible at making food.",Overgeneralization,en,Overgeneralization_2
"I accomplished everything on my to-do list except one dent, so I am completely wasted.",Mental Filter,en,Mental Filter_9
"I made a slip-up in the code, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"I am feeling lonely about the meeting, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I have not heard back from the presentation, they clearly rejected me.",Jumping to Conclusions,en,Jumping to Conclusions_9
He need to know exactly how I feel without me having to tell him.,Should Statements,en,Should Statements_5
"People must to always be polite, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"My boss scheduled a assignment, they are definitely going to fire me.",Jumping to Conclusions,en,Jumping to Conclusions_4
I either get 100% on this or I am a total disappointment.,Black & White Thinking,en,Black & White Thinking_1
My back felt tingly for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"I did not get the internship, which is disappointing, but I will keep applying.",No Distortion,en,No Distortion_4
"I made a slip-up in the meeting, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"My cousin got passed over for a promotion, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"The review had nine positive comments and one suggestion, but all I can think about is that one mistake.",Mental Filter,en,Mental Filter_0
I should always be working or I am wasting my life.,Should Statements,en,Should Statements_1
"The world must be fair, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"The {event} was a success, but the crack was slightly off, making it a disaster.",Mental Filter,en,Mental Filter_8
"I accomplished everything on my to-do list except one scratch, so I am completely pointless.",Mental Filter,en,Mental Filter_9
"I had a great day but I dropped my watch, so today was over.",Mental Filter,en,Mental Filter_1
"I lost my wallet, I will never be able to function normally again.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_6
I know I am going to bomb this interview no matter how much I prepare.,Jumping to Conclusions,en,Jumping to Conclusions_1
"If they do not love me completely, then they must abandoned me entirely.",Black & White Thinking,en,Black & White Thinking_2
"People have to always be courteous, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"I feel isolated right now, so I must be completely unlovable.",Emotional Reasoning,en,Emotional Reasoning_7
"He yelled at me, people are continually so mean to me.",Overgeneralization,en,Overgeneralization_6
I lost the document and now my whole day is a complete catastrophe.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I got a promotion and a raise, but my boss did not support when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
My arm felt dizzy for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"I got a position and a raise, but my boss did not smile at when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"My sister is lonely, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I got a job and a raise, but my boss did not support when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"She did not reply to my text in a week, she must think I am boring now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"The world have to be just, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"The world must be right, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"My brother frowned, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"My partner got passed over for a job, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"I burned the donut, so I will just order pizza instead.",No Distortion,en,No Distortion_7
